,Caminho,Algoritmo,Tempo,Classe
8027,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8199.png,Resnet50,0.1639995,Negative for intraepithelial lesion
8028,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8200.png,SVM,0.0270016,Negative for intraepithelial lesion
8029,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8200.png,Resnet50,0.1660003,Negative for intraepithelial lesion
8030,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8201.png,SVM,0.0270042,HSIL
8031,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8201.png,Resnet50,0.156997,HSIL
8032,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8202.png,SVM,0.025998,HSIL
8033,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8202.png,Resnet50,0.1712651,HSIL
8034,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8203.png,SVM,0.0270002,HSIL
8035,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8203.png,Resnet50,0.1760005,HSIL
8036,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8204.png,SVM,0.0300004,HSIL
8037,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8204.png,Resnet50,0.1859971,HSIL
8038,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8205.png,SVM,0.0269985,HSIL
8039,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8205.png,Resnet50,0.1779993,HSIL
8040,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8206.png,SVM,0.0290019,HSIL
8041,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8206.png,Resnet50,0.1690045,HSIL
8042,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8207.png,SVM,0.0279974,HSIL
8043,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8207.png,Resnet50,0.1639997,HSIL
8044,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8208.png,SVM,0.0270359,HSIL
8045,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8208.png,Resnet50,0.1929627,HSIL
8046,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8209.png,SVM,0.0290016,HSIL
8047,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8209.png,Resnet50,0.1679964,HSIL
8048,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8210.png,SVM,0.027999,Negative for intraepithelial lesion
8049,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8210.png,Resnet50,0.1700231,Negative for intraepithelial lesion
8050,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8211.png,SVM,0.0280023,Negative for intraepithelial lesion
8051,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8211.png,Resnet50,0.1669963,Negative for intraepithelial lesion
8052,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8212.png,SVM,0.025999,Negative for intraepithelial lesion
8053,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8212.png,Resnet50,0.1760035,Negative for intraepithelial lesion
8054,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8213.png,SVM,0.0289616,Negative for intraepithelial lesion
8055,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8213.png,Resnet50,0.1859986,Negative for intraepithelial lesion
8056,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8624.png,SVM,0.0269999,HSIL
8057,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8624.png,Resnet50,0.1789638,HSIL
8058,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8625.png,SVM,0.0269985,HSIL
8059,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8625.png,Resnet50,0.173002,HSIL
8060,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8626.png,SVM,0.0269988,HSIL
8061,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8626.png,Resnet50,0.1660023,HSIL
8062,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8627.png,SVM,0.0259984,HSIL
8063,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8627.png,Resnet50,0.191001,HSIL
8064,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8628.png,SVM,0.0349967,HSIL
8065,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8628.png,Resnet50,0.2160023,HSIL
8066,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8629.png,SVM,0.0269977,HSIL
8067,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8629.png,Resnet50,0.1730029,HSIL
8068,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8630.png,SVM,0.0299985,HSIL
8069,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8630.png,Resnet50,0.1770008,HSIL
8070,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8631.png,SVM,0.0279983,HSIL
8071,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8631.png,Resnet50,0.1809993,HSIL
8072,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8632.png,SVM,0.0289948,HSIL
8073,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8632.png,Resnet50,0.1840008,HSIL
8074,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8633.png,SVM,0.0279983,HSIL
8075,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8633.png,Resnet50,0.1970025,HSIL
8076,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8634.png,SVM,0.0340004,HSIL
8077,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8634.png,Resnet50,0.2090018,HSIL
8078,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8635.png,SVM,0.0299991,HSIL
8079,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8635.png,Resnet50,0.1969995,HSIL
8080,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8636.png,SVM,0.032005,HSIL
8081,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8636.png,Resnet50,0.2079954,HSIL
8082,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8637.png,SVM,0.0289986,HSIL
8083,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8637.png,Resnet50,0.1780009,HSIL
8084,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8638.png,SVM,0.027997,HSIL
8085,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8638.png,Resnet50,0.1670042,HSIL
8086,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8639.png,SVM,0.0279958,HSIL
8087,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8639.png,Resnet50,0.1650001,HSIL
8088,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8640.png,SVM,0.0259977,HSIL
8089,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8640.png,Resnet50,0.1620029,HSIL
8090,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8641.png,SVM,0.0269979,HSIL
8091,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8641.png,Resnet50,0.1639991,HSIL
8092,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8642.png,SVM,0.0269995,HSIL
8093,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8642.png,Resnet50,0.1700025,HSIL
8094,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8643.png,SVM,0.0280016,HSIL
8095,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8643.png,Resnet50,0.1809998,HSIL
8096,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8644.png,SVM,0.0330046,Negative for intraepithelial lesion
8097,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8644.png,Resnet50,0.1849985,Negative for intraepithelial lesion
8098,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8645.png,SVM,0.0309993,Negative for intraepithelial lesion
8099,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8645.png,Resnet50,0.2120004,Negative for intraepithelial lesion
8100,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8646.png,SVM,0.038999,Negative for intraepithelial lesion
8101,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8646.png,Resnet50,0.204005,Negative for intraepithelial lesion
8102,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8647.png,SVM,0.0269995,Negative for intraepithelial lesion
8103,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8647.png,Resnet50,0.1659994,Negative for intraepithelial lesion
8104,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8648.png,SVM,0.0279979,Negative for intraepithelial lesion
8105,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8648.png,Resnet50,0.1720019,Negative for intraepithelial lesion
8106,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8649.png,SVM,0.026004,Negative for intraepithelial lesion
8107,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8649.png,Resnet50,0.1629981,Negative for intraepithelial lesion
8108,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8650.png,SVM,0.0290015,Negative for intraepithelial lesion
8109,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8650.png,Resnet50,0.1730037,Negative for intraepithelial lesion
8110,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8651.png,SVM,0.026998,HSIL
8111,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8651.png,Resnet50,0.1730027,HSIL
8112,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8652.png,SVM,0.0279976,HSIL
8113,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8652.png,Resnet50,0.1869987,HSIL
8114,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8653.png,SVM,0.0279919,HSIL
8115,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8653.png,Resnet50,0.1839979,HSIL
8116,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8654.png,SVM,0.0280043,LSIL
8117,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8654.png,Resnet50,0.1869997,LSIL
8118,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8655.png,SVM,0.0289982,LSIL
8119,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8655.png,Resnet50,0.1800012,LSIL
8120,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8656.png,SVM,0.0290006,Negative for intraepithelial lesion
8121,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8656.png,Resnet50,0.1679992,Negative for intraepithelial lesion
8122,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8761.png,SVM,0.0270018,HSIL
8123,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8761.png,Resnet50,0.1659996,HSIL
8124,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8762.png,SVM,0.0269992,HSIL
8125,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8762.png,Resnet50,0.1680004,HSIL
8126,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8763.png,SVM,0.0259993,HSIL
8127,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8763.png,Resnet50,0.1620003,HSIL
8128,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8764.png,SVM,0.0270051,HSIL
8129,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8764.png,Resnet50,0.1619983,HSIL
8130,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8765.png,SVM,0.0260002,HSIL
8131,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8765.png,Resnet50,0.165003,HSIL
8132,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8766.png,SVM,0.0280004,HSIL
8133,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8766.png,Resnet50,0.1880005,HSIL
8134,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8767.png,SVM,0.0280009,HSIL
8135,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8767.png,Resnet50,0.1850009,HSIL
8136,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8768.png,SVM,0.0279979,HSIL
8137,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\HSIL\8768.png,Resnet50,0.180002,HSIL
8138,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8769.png,SVM,0.0280004,Negative for intraepithelial lesion
8139,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8769.png,Resnet50,0.1920016,Negative for intraepithelial lesion
8140,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8770.png,SVM,0.0279991,Negative for intraepithelial lesion
8141,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8770.png,Resnet50,0.1700045,Negative for intraepithelial lesion
8142,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8771.png,SVM,0.0270014,Negative for intraepithelial lesion
8143,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\8771.png,Resnet50,0.1620001,Negative for intraepithelial lesion
8144,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8772.png,SVM,0.0259997,LSIL
8145,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8772.png,Resnet50,0.169002,LSIL
8146,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8773.png,SVM,0.0270013,LSIL
8147,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8773.png,Resnet50,0.1579999,LSIL
8148,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8774.png,SVM,0.0260002,LSIL
8149,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8774.png,Resnet50,0.1600028,LSIL
8150,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8775.png,SVM,0.0279991,LSIL
8151,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8775.png,Resnet50,0.1640057,LSIL
8152,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8776.png,SVM,0.028002,LSIL
8153,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8776.png,Resnet50,0.1850062,LSIL
8154,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8777.png,SVM,0.0269987,LSIL
8155,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8777.png,Resnet50,0.1810001,LSIL
8156,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8778.png,SVM,0.0279982,LSIL
8157,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8778.png,Resnet50,0.1820053,LSIL
8158,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8779.png,SVM,0.0279995,LSIL
8159,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8779.png,Resnet50,0.1780054,LSIL
8160,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8780.png,SVM,0.0269969,LSIL
8161,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8780.png,Resnet50,0.1640054,LSIL
8162,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\LSIL\8781.png,SVM,0.025999,LSIL
